EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
349809,CADDO CO.,CARNEGIE,11/7/2011,1640,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,58317,C,15,OUN,0,0,NWS Employee, ,3,150,8,SSE,6,SE,CARNEGIE,11/7/2011,1648,34.9974,-98.5441,35.0364,-98.524,"Several storm spotters observed a tornado southeast of Carnegie. This tornado moved about 3 miles to the northeast, but no reports of damage were received.","A powerful storm system moving through the southern Great Plains produced tornadoes, large hail, damaging winds and flooding across parts of Oklahoma and western north Texas on November 7-8, 2011.||The strong storm system generated severe weather including tornadoes, large hail, damaging winds and flooding from the early afternoon of November 7th through the early morning of November 8th. Several supercell thunderstorms developed over southwest Oklahoma during the mid-afternoon hours and moved northeast. One particularly nasty supercell thunderstorm developed over northern Wilbarger county in north Texas. This thunderstorm moved northeast into Tillman county, eventually producing at least eight tornadoes over a five county area. Two of the tornadoes moved near two Oklahoma Mesonet sites, both taking direct hits. The Mesonet site at Tipton measured 86.4 mph before it was destroyed. The Mesonet site near Fort Cobb measured 91.4 mph before it was destroyed. Both sites also recorded significant drops in surface pressure. Other supercells over southwest Oklahoma eventually congealed into a complex of storms and moved east into central Oklahoma. Numerous reports of high winds (92 mph near Clinton, OK) and hail up to golf ball-size were reported. The severe threat transitioned to a heavy rain and high threat after sunset.",55
349811,CADDO CO.,CARNEGIE,11/7/2011,1651,Tornado, ,EF1,0,0,0,0,OK,CST-6, ,58317,C,15,OUN,0,0,NWS Storm Survey, ,13,400,6,SE,2,WSW,ALBERT,11/7/2011,1717,35.042,-98.523,35.213,-98.447,"Several storm spotters observed a tornado that moved 13 miles from southwest of Fort Cobb to Fort Cobb Lake to SW of Albert.  This tornado was observed to be multiple vortex at times. Near the beginning of the tornado path, a barn and cattle pens were damaged. As the tornado approached Fort Cobb Lake, the Oklahoma Mesonet weather station just south of Fort Cobb Lake reported a wind gust of 91 mph at 5:08 pm CST before a large irrigation pivot from a nearby field knocked the instrument tower down.","A powerful storm system moving through the southern Great Plains produced tornadoes, large hail, damaging winds and flooding across parts of Oklahoma and western north Texas on November 7-8, 2011.||The strong storm system generated severe weather including tornadoes, large hail, damaging winds and flooding from the early afternoon of November 7th through the early morning of November 8th. Several supercell thunderstorms developed over southwest Oklahoma during the mid-afternoon hours and moved northeast. One particularly nasty supercell thunderstorm developed over northern Wilbarger county in north Texas. This thunderstorm moved northeast into Tillman county, eventually producing at least eight tornadoes over a five county area. Two of the tornadoes moved near two Oklahoma Mesonet sites, both taking direct hits. The Mesonet site at Tipton measured 86.4 mph before it was destroyed. The Mesonet site near Fort Cobb measured 91.4 mph before it was destroyed. Both sites also recorded significant drops in surface pressure. Other supercells over southwest Oklahoma eventually congealed into a complex of storms and moved east into central Oklahoma. Numerous reports of high winds (92 mph near Clinton, OK) and hail up to golf ball-size were reported. The severe threat transitioned to a heavy rain and high threat after sunset.",56
353580,MCCLAIN CO.,BLANCHARD,11/7/2011,2247,Tornado, ,EF1,0,0,0,0,OK,CST-6, ,58317,C,87,OUN,0,0,NWS Storm Survey, ,1.6,110,3,NE,5,NE,BLANCHARD,11/7/2011,2249,35.1707,-97.6225,35.1802,-97.5966,"This tornado began northeast of Blanchard, paralleling Highway 62 on the north side. Most of the damage was confined to trees being snapped, with slightly more severe damage as the tornado crossed Highway 62, south of Highway 9. A barn lost most of its roof, with other roof/siding/awning damage to a residence as well. The tornado lifted prior to reaching the H.E. Bailey spur of I-44.","A powerful storm system moving through the southern Great Plains produced tornadoes, large hail, damaging winds and flooding across parts of Oklahoma and western north Texas on November 7-8, 2011.||The strong storm system generated severe weather including tornadoes, large hail, damaging winds and flooding from the early afternoon of November 7th through the early morning of November 8th. Several supercell thunderstorms developed over southwest Oklahoma during the mid-afternoon hours and moved northeast. One particularly nasty supercell thunderstorm developed over northern Wilbarger county in north Texas. This thunderstorm moved northeast into Tillman county, eventually producing at least eight tornadoes over a five county area. Two of the tornadoes moved near two Oklahoma Mesonet sites, both taking direct hits. The Mesonet site at Tipton measured 86.4 mph before it was destroyed. The Mesonet site near Fort Cobb measured 91.4 mph before it was destroyed. Both sites also recorded significant drops in surface pressure. Other supercells over southwest Oklahoma eventually congealed into a complex of storms and moved east into central Oklahoma. Numerous reports of high winds (92 mph near Clinton, OK) and hail up to golf ball-size were reported. The severe threat transitioned to a heavy rain and high threat after sunset.",57
348644,MCCURTAIN CO.,NORTH VALIANT,11/8/2011,1345,Tornado, ,EF1,0,0,25000,0,OK,CST-6, ,58141,C,89,SHV,0,0,NWS Storm Survey, ,6.15,50,4,SW,2,ENE,NORTH VALIANT,11/8/2011,1402,33.9511,-95.1416,34.0146,-95.0663,The tornado touched down along County Road N4440 where it snapped several trees.  It continued northeast across rural areas lifting a small outbuilding off of its base on County Road D4447 and snapping additional trees and power lines along N4460 and 298.  Two empty train boxcars were blown over off of the railroad tracks just before the tornado crossed US HWY. 70.  The tornado continued to snap trees and limbs as it moved through forested land before lifting just southeast of the intersection of N4480 and N4490.  Maximum winds were estimated at 90 mph.,"A potent upper level storm system moved out of the Texas Hill County and into the Southern Plains during the afternoon of November 11th.  Deep layer shear and low level shear was significant enough for supercells and mesocyclones during the afternoon and evening hours across the region given the instability in place.  Discrete storms developed ahead of a strong cold front and some of these storms produced damaging wind gusts, large hail and tornadoes.",58
361106,GREER CO.,REED,3/18/2012,1750,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,60509,C,55,OUN,0,0,Storm Chaser, ,3.85,150,2,E,5,NE,REED,3/18/2012,1804,34.9,-99.6647,34.9512,-99.6376,"The tornado developed just south of State Highway 9 and moved north-northeast. Although it became a well-developed tornado, it produced no known damage.","Supercell thunderstorms developed over the southern Texas panhandle and moved into southwest Oklahoma, with large hail and four tornadoes reported by early evening. The first thunderstorms moved into western portions of north Texas and quickly strengthened to severe levels. large hail was reported as they moved northeast into southwest Oklahoma. As the storms moved into Greer county, the supercells developed strong low level rotation due to the high amounts of low-level wind shear. Four tornadoes developed over Greer and far southeast Beckham counties, but remained over open land and caused no known damage. Other storms developed during the evening hours, but the threat had transitioned to heavy rainfall, large hail, and damaging winds.",59
361107,GREER CO.,BRINKMAN,3/18/2012,1810,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,60509,C,55,OUN,0,0,Storm Chaser, ,0.1,50,3,WSW,3,WSW,BRINKMAN,3/18/2012,1810,34.9934,-99.569,34.9934,-99.569,The tornado produced no known damage.,"Supercell thunderstorms developed over the southern Texas panhandle and moved into southwest Oklahoma, with large hail and four tornadoes reported by early evening. The first thunderstorms moved into western portions of north Texas and quickly strengthened to severe levels. large hail was reported as they moved northeast into southwest Oklahoma. As the storms moved into Greer county, the supercells developed strong low level rotation due to the high amounts of low-level wind shear. Four tornadoes developed over Greer and far southeast Beckham counties, but remained over open land and caused no known damage. Other storms developed during the evening hours, but the threat had transitioned to heavy rainfall, large hail, and damaging winds.",60
361109,GREER CO.,WILLOW,3/18/2012,1827,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,60509,C,55,OUN,0,0,Storm Chaser, ,1.38,75,3,WNW,2,NW,WILLOW,3/18/2012,1830,35.0666,-99.559,35.0705,-99.535,The tornado produced no known damage.,"Supercell thunderstorms developed over the southern Texas panhandle and moved into southwest Oklahoma, with large hail and four tornadoes reported by early evening. The first thunderstorms moved into western portions of north Texas and quickly strengthened to severe levels. large hail was reported as they moved northeast into southwest Oklahoma. As the storms moved into Greer county, the supercells developed strong low level rotation due to the high amounts of low-level wind shear. Four tornadoes developed over Greer and far southeast Beckham counties, but remained over open land and caused no known damage. Other storms developed during the evening hours, but the threat had transitioned to heavy rainfall, large hail, and damaging winds.",61
361113,BECKHAM CO.,CARTER,3/18/2012,1837,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,60509,C,9,OUN,0,0,Storm Chaser, ,1,75,7,SSW,6,SSW,CARTER,3/18/2012,1842,35.1264,-99.5474,35.1465,-99.5373,The tornado produced no known damage.,"Supercell thunderstorms developed over the southern Texas panhandle and moved into southwest Oklahoma, with large hail and four tornadoes reported by early evening. The first thunderstorms moved into western portions of north Texas and quickly strengthened to severe levels. large hail was reported as they moved northeast into southwest Oklahoma. As the storms moved into Greer county, the supercells developed strong low level rotation due to the high amounts of low-level wind shear. Four tornadoes developed over Greer and far southeast Beckham counties, but remained over open land and caused no known damage. Other storms developed during the evening hours, but the threat had transitioned to heavy rainfall, large hail, and damaging winds.",62
373099,SEQUOYAH CO.,VIAN,3/19/2012,1920,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,61854,C,135,TSA,0,0,Storm Chaser, ,0.1,50,2,NW,2,NW,VIAN,3/19/2012,1920,35.5205,-94.9951,35.5205,-94.9951,A storm chaser observed a brief tornado over open country. It produced no known damage.,"Strong to severe thunderstorms developed along a cold front that pushed into the region during the midday hours of the 19th. The thunderstorms evolved into a line as they pushed eastward and produced damaging wind, large hail and a brief tornado over eastern Oklahoma. The slow moving nature of the complex also resulted in widespread flash flooding across the region.",63
379499,WOODWARD CO.,WOODWARD,4/9/2012,1623,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,62007,C,153,OUN,0,0,Storm Chaser, ,0.1,30,3,SSW,3,SSW,WOODWARD,4/9/2012,1623,36.3899,-99.4107,36.3899,-99.4107,A number of storm chasers reported a tornado approximately 3 miles south-southwest of Woodward. No known damage occurred and the location is estimated.,"Supercell thunderstorms developed over northwest Oklahoma during the mid-afternoon hours and moved southeast through the evening hours. Hail up to softball-size was reported over many areas of Woodward county. In addition, several weak tornadoes occurred near and south of Woodward, OK. The tornadoes were brief in duration, although one did produce some damage east of Sharon, OK. The more extensive damage occurred with the very large hail that ravaged most of the city of Woodward. The hail shattered numerous automobile and building windows, some of which caused injuries. Two injuries occurred as hail busted through car windows. Another injury occurred to a girl that was closing her storm shelter. She broke her wrist after being struck by tennis ball-size hail. The Mesonet site located 2 miles south-southwest of Woodward recorded an interesting drop in pressure as the supercell tornado moved nearby. The storms moved southeast with large hail becoming primary threat as they moved over Clinton, OK. Other thunderstorms developed over the Texas panhandle and moved into far southwest Oklahoma and adjacent portions of western north Texas. These storms moved over mainly rural areas of Hardeman Foard counties, with large hail likely occurring and wind gusts over 60 mph.",64
379505,WOODWARD CO.,WOODWARD,4/9/2012,1635,Tornado, ,EF1,0,0,0,0,OK,CST-6, ,62007,C,153,OUN,0,0,Emergency Manager, ,0.2,100,5,S,5,S,WOODWARD,4/9/2012,1635,36.3568,-99.3722,36.3568,-99.3722,"A tornado was observed by spotters and storm chasers south of Woodward. A camper was rolled over, trees were uprooted and light damage occurred to a building.","Supercell thunderstorms developed over northwest Oklahoma during the mid-afternoon hours and moved southeast through the evening hours. Hail up to softball-size was reported over many areas of Woodward county. In addition, several weak tornadoes occurred near and south of Woodward, OK. The tornadoes were brief in duration, although one did produce some damage east of Sharon, OK. The more extensive damage occurred with the very large hail that ravaged most of the city of Woodward. The hail shattered numerous automobile and building windows, some of which caused injuries. Two injuries occurred as hail busted through car windows. Another injury occurred to a girl that was closing her storm shelter. She broke her wrist after being struck by tennis ball-size hail. The Mesonet site located 2 miles south-southwest of Woodward recorded an interesting drop in pressure as the supercell tornado moved nearby. The storms moved southeast with large hail becoming primary threat as they moved over Clinton, OK. Other thunderstorms developed over the Texas panhandle and moved into far southwest Oklahoma and adjacent portions of western north Texas. These storms moved over mainly rural areas of Hardeman Foard counties, with large hail likely occurring and wind gusts over 60 mph.",65
379508,WOODWARD CO.,SHARON,4/9/2012,1645,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,62007,C,153,OUN,0,0,Storm Chaser, ,0.2,200,5,NNW,5,NNW,SHARON,4/9/2012,1645,36.3498,-99.3638,36.3498,-99.3638,Emergency management and a storm chaser reported a multiple-vortex tornado between Woodward and Sharon. No known damage occurred and the location of this tornado is estimated.,"Supercell thunderstorms developed over northwest Oklahoma during the mid-afternoon hours and moved southeast through the evening hours. Hail up to softball-size was reported over many areas of Woodward county. In addition, several weak tornadoes occurred near and south of Woodward, OK. The tornadoes were brief in duration, although one did produce some damage east of Sharon, OK. The more extensive damage occurred with the very large hail that ravaged most of the city of Woodward. The hail shattered numerous automobile and building windows, some of which caused injuries. Two injuries occurred as hail busted through car windows. Another injury occurred to a girl that was closing her storm shelter. She broke her wrist after being struck by tennis ball-size hail. The Mesonet site located 2 miles south-southwest of Woodward recorded an interesting drop in pressure as the supercell tornado moved nearby. The storms moved southeast with large hail becoming primary threat as they moved over Clinton, OK. Other thunderstorms developed over the Texas panhandle and moved into far southwest Oklahoma and adjacent portions of western north Texas. These storms moved over mainly rural areas of Hardeman Foard counties, with large hail likely occurring and wind gusts over 60 mph.",66
379509,WOODWARD CO.,SHARON,4/9/2012,1656,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,62007,C,153,OUN,0,0,Storm Chaser, ,0.2,200,1,NE,1,NE,SHARON,4/9/2012,1656,36.2902,-99.3273,36.2902,-99.3273,A storm spotter reported a tornado just NE of Sharon. No damage is known to have occurred and the location is estimated.,"Supercell thunderstorms developed over northwest Oklahoma during the mid-afternoon hours and moved southeast through the evening hours. Hail up to softball-size was reported over many areas of Woodward county. In addition, several weak tornadoes occurred near and south of Woodward, OK. The tornadoes were brief in duration, although one did produce some damage east of Sharon, OK. The more extensive damage occurred with the very large hail that ravaged most of the city of Woodward. The hail shattered numerous automobile and building windows, some of which caused injuries. Two injuries occurred as hail busted through car windows. Another injury occurred to a girl that was closing her storm shelter. She broke her wrist after being struck by tennis ball-size hail. The Mesonet site located 2 miles south-southwest of Woodward recorded an interesting drop in pressure as the supercell tornado moved nearby. The storms moved southeast with large hail becoming primary threat as they moved over Clinton, OK. Other thunderstorms developed over the Texas panhandle and moved into far southwest Oklahoma and adjacent portions of western north Texas. These storms moved over mainly rural areas of Hardeman Foard counties, with large hail likely occurring and wind gusts over 60 mph.",67
370942,WOODWARD CO.,SHARON,4/9/2012,1706,Tornado, ,EF1,0,0,5000,0,OK,CST-6, ,62007,C,153,OUN,0,0,Emergency Manager, ,0.2,200,4,ESE,4,ESE,SHARON,4/9/2012,1706,36.2686,-99.2726,36.2686,-99.2726,Numerous sources reported a tornado that developed east-southeast of Sharon. A 20x40 foot metal shed was destroyed and a roof was partially detached from a home.,"Supercell thunderstorms developed over northwest Oklahoma during the mid-afternoon hours and moved southeast through the evening hours. Hail up to softball-size was reported over many areas of Woodward county. In addition, several weak tornadoes occurred near and south of Woodward, OK. The tornadoes were brief in duration, although one did produce some damage east of Sharon, OK. The more extensive damage occurred with the very large hail that ravaged most of the city of Woodward. The hail shattered numerous automobile and building windows, some of which caused injuries. Two injuries occurred as hail busted through car windows. Another injury occurred to a girl that was closing her storm shelter. She broke her wrist after being struck by tennis ball-size hail. The Mesonet site located 2 miles south-southwest of Woodward recorded an interesting drop in pressure as the supercell tornado moved nearby. The storms moved southeast with large hail becoming primary threat as they moved over Clinton, OK. Other thunderstorms developed over the Texas panhandle and moved into far southwest Oklahoma and adjacent portions of western north Texas. These storms moved over mainly rural areas of Hardeman Foard counties, with large hail likely occurring and wind gusts over 60 mph.",68
379497,WOODWARD CO.,MUTUAL,4/9/2012,1727,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,62007,C,153,OUN,0,0,Emergency Manager, ,0.1,50,1,SW,1,SW,MUTUAL,4/9/2012,1727,36.2198,-99.1827,36.2198,-99.1827,Emergency management and a storm chaser video showed a tornado about 1 miles southwest of Mutual. No damage was known to occur and the location is estimated.,"Supercell thunderstorms developed over northwest Oklahoma during the mid-afternoon hours and moved southeast through the evening hours. Hail up to softball-size was reported over many areas of Woodward county. In addition, several weak tornadoes occurred near and south of Woodward, OK. The tornadoes were brief in duration, although one did produce some damage east of Sharon, OK. The more extensive damage occurred with the very large hail that ravaged most of the city of Woodward. The hail shattered numerous automobile and building windows, some of which caused injuries. Two injuries occurred as hail busted through car windows. Another injury occurred to a girl that was closing her storm shelter. She broke her wrist after being struck by tennis ball-size hail. The Mesonet site located 2 miles south-southwest of Woodward recorded an interesting drop in pressure as the supercell tornado moved nearby. The storms moved southeast with large hail becoming primary threat as they moved over Clinton, OK. Other thunderstorms developed over the Texas panhandle and moved into far southwest Oklahoma and adjacent portions of western north Texas. These storms moved over mainly rural areas of Hardeman Foard counties, with large hail likely occurring and wind gusts over 60 mph.",69
378463,MCCLAIN CO.,GOLDSBY,4/13/2012,1459,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,62012,C,87,OUN,0,0,NWS Storm Survey, ,1,200,4,NNW,4,NNW,GOLDSBY,4/13/2012,1500,35.1991,-97.5188,35.202,-97.5021,"This tornado developed just west of the Canadian River, with minor tree damage reported. The tornado continued into Cleveland county.","A severe weather event began during the early afternoon hours of Friday, April 13, 2012, and lasted through the early morning hours of Saturday, April 14, 2012. Around a dozen tornadoes, as well as large hail, and strong wind gusts were produced by the numerous thunderstorms that occurred during this event. Much of the severe weather occurred in parts of southwestern and central Oklahoma. However, thunderstorms did develop in other portions of Oklahoma as well during the event.||A moist airmass had been in place over much of the region for several days prior to April 13th, and several rounds of showers and thunderstorms had occurred during this period. On Friday, April 13th, a dryline and weak frontal boundary moved into the area extending from near southwestern and west central Oklahoma then northeast into north central Oklahoma by the early afternoon hours. The first storms developed in parts of southwestern Oklahoma and west Texas. However, it was several hours before the first tornado occurred. In fact, the potential for tornadoes increased during the early evening hours of April 13th as the low level jet (strong winds just above the surface) became stronger.||The first tornadic activity of the day occurred in central Oklahoma as a tornado touched down just southwest of Norman at 3:59 pm CDT, and then moved east-northeast through the heart of that city shortly after 4:00 pm CDT. This tornado was eventually rated an EF-1 as it damaged many businesses and homes, and numerous trees and power lines were also downed. No fatalities were reported with this rush hour tornado, but 20 injuries were reported. The same parent supercell thunderstorm that produced the Norman tornado also spawned a brief, weak tornado in Pottawatomie County 6 miles northwest of Shawnee, OK.||Meanwhile, supercell thunderstorms continued to develop in southwestern Oklahoma. Nine tornadoes occurred in this area with 3, and possibly 4 tornadoes occurring at one time with a storm near Cooperton, OK in Kiowa County during the evening of April 13th. Two tornadoes were also reported near Blair, OK in Jackson County, and 3 tornadoes were observed near Carnegie, OK in Caddo County.|Large hail and strong wind gusts was also reported with these severe thunderstorms. The largest hail reported was 3 inches in diameter and fell in an area 12 miles south of Sayre, OK. Several wind gusts to 70 mph were also reported.||Approximately 12 tornadoes occurred during this severe weather event. Fortunately, no fatalities or major injuries were reported with these tornadoes.",70
378464,CLEVELAND CO.,NORMAN,4/13/2012,1500,Tornado, ,EF1,0,0,0,0,OK,CST-6, ,62012,C,27,OUN,20,0,NWS Storm Survey, ,5,600,4,WSW,1,NE,NORMAN,4/13/2012,1512,35.202,-97.5021,35.2299,-97.4261,"This tornado moved across the Canadian River into Cleveland County and southwest Norman. The tornado moved east-northeast through the heart of Norman. Numerous trees and power lines were blown down. Minor roof damage was also reported at a number of locations along the path. The higher degree of damage occurred near I-35, and also between Lahoma and Peters Avenues north of Main Street. The tornado finally dissipated just south of NE 12th and Robinson Street.","A severe weather event began during the early afternoon hours of Friday, April 13, 2012, and lasted through the early morning hours of Saturday, April 14, 2012. Around a dozen tornadoes, as well as large hail, and strong wind gusts were produced by the numerous thunderstorms that occurred during this event. Much of the severe weather occurred in parts of southwestern and central Oklahoma. However, thunderstorms did develop in other portions of Oklahoma as well during the event.||A moist airmass had been in place over much of the region for several days prior to April 13th, and several rounds of showers and thunderstorms had occurred during this period. On Friday, April 13th, a dryline and weak frontal boundary moved into the area extending from near southwestern and west central Oklahoma then northeast into north central Oklahoma by the early afternoon hours. The first storms developed in parts of southwestern Oklahoma and west Texas. However, it was several hours before the first tornado occurred. In fact, the potential for tornadoes increased during the early evening hours of April 13th as the low level jet (strong winds just above the surface) became stronger.||The first tornadic activity of the day occurred in central Oklahoma as a tornado touched down just southwest of Norman at 3:59 pm CDT, and then moved east-northeast through the heart of that city shortly after 4:00 pm CDT. This tornado was eventually rated an EF-1 as it damaged many businesses and homes, and numerous trees and power lines were also downed. No fatalities were reported with this rush hour tornado, but 20 injuries were reported. The same parent supercell thunderstorm that produced the Norman tornado also spawned a brief, weak tornado in Pottawatomie County 6 miles northwest of Shawnee, OK.||Meanwhile, supercell thunderstorms continued to develop in southwestern Oklahoma. Nine tornadoes occurred in this area with 3, and possibly 4 tornadoes occurring at one time with a storm near Cooperton, OK in Kiowa County during the evening of April 13th. Two tornadoes were also reported near Blair, OK in Jackson County, and 3 tornadoes were observed near Carnegie, OK in Caddo County.|Large hail and strong wind gusts was also reported with these severe thunderstorms. The largest hail reported was 3 inches in diameter and fell in an area 12 miles south of Sayre, OK. Several wind gusts to 70 mph were also reported.||Approximately 12 tornadoes occurred during this severe weather event. Fortunately, no fatalities or major injuries were reported with these tornadoes.",71
378642,POTTAWATOMIE CO.,DALE,4/13/2012,1624,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,62012,C,125,OUN,0,0,Emergency Manager, ,0.2,20,3,E,3,E,DALE,4/13/2012,1624,35.39,-96.9967,35.39,-96.9967,This brief tornado developed just northeast of the intersection of Interstate 35 and state highway 270. A small outbuilding was damaged.,"A severe weather event began during the early afternoon hours of Friday, April 13, 2012, and lasted through the early morning hours of Saturday, April 14, 2012. Around a dozen tornadoes, as well as large hail, and strong wind gusts were produced by the numerous thunderstorms that occurred during this event. Much of the severe weather occurred in parts of southwestern and central Oklahoma. However, thunderstorms did develop in other portions of Oklahoma as well during the event.||A moist airmass had been in place over much of the region for several days prior to April 13th, and several rounds of showers and thunderstorms had occurred during this period. On Friday, April 13th, a dryline and weak frontal boundary moved into the area extending from near southwestern and west central Oklahoma then northeast into north central Oklahoma by the early afternoon hours. The first storms developed in parts of southwestern Oklahoma and west Texas. However, it was several hours before the first tornado occurred. In fact, the potential for tornadoes increased during the early evening hours of April 13th as the low level jet (strong winds just above the surface) became stronger.||The first tornadic activity of the day occurred in central Oklahoma as a tornado touched down just southwest of Norman at 3:59 pm CDT, and then moved east-northeast through the heart of that city shortly after 4:00 pm CDT. This tornado was eventually rated an EF-1 as it damaged many businesses and homes, and numerous trees and power lines were also downed. No fatalities were reported with this rush hour tornado, but 20 injuries were reported. The same parent supercell thunderstorm that produced the Norman tornado also spawned a brief, weak tornado in Pottawatomie County 6 miles northwest of Shawnee, OK.||Meanwhile, supercell thunderstorms continued to develop in southwestern Oklahoma. Nine tornadoes occurred in this area with 3, and possibly 4 tornadoes occurring at one time with a storm near Cooperton, OK in Kiowa County during the evening of April 13th. Two tornadoes were also reported near Blair, OK in Jackson County, and 3 tornadoes were observed near Carnegie, OK in Caddo County.|Large hail and strong wind gusts was also reported with these severe thunderstorms. The largest hail reported was 3 inches in diameter and fell in an area 12 miles south of Sayre, OK. Several wind gusts to 70 mph were also reported.||Approximately 12 tornadoes occurred during this severe weather event. Fortunately, no fatalities or major injuries were reported with these tornadoes.",72
378469,JACKSON CO.,BLAIR,4/13/2012,1710,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,62012,C,65,OUN,0,0,Storm Chaser, ,0.5,25,2,SE,2,SE,BLAIR,4/13/2012,1712,34.7595,-99.3051,34.7595,-99.3051,Storm chasers reported a brief tornado southeast of Blair. No damage is known to have occurred.,"A severe weather event began during the early afternoon hours of Friday, April 13, 2012, and lasted through the early morning hours of Saturday, April 14, 2012. Around a dozen tornadoes, as well as large hail, and strong wind gusts were produced by the numerous thunderstorms that occurred during this event. Much of the severe weather occurred in parts of southwestern and central Oklahoma. However, thunderstorms did develop in other portions of Oklahoma as well during the event.||A moist airmass had been in place over much of the region for several days prior to April 13th, and several rounds of showers and thunderstorms had occurred during this period. On Friday, April 13th, a dryline and weak frontal boundary moved into the area extending from near southwestern and west central Oklahoma then northeast into north central Oklahoma by the early afternoon hours. The first storms developed in parts of southwestern Oklahoma and west Texas. However, it was several hours before the first tornado occurred. In fact, the potential for tornadoes increased during the early evening hours of April 13th as the low level jet (strong winds just above the surface) became stronger.||The first tornadic activity of the day occurred in central Oklahoma as a tornado touched down just southwest of Norman at 3:59 pm CDT, and then moved east-northeast through the heart of that city shortly after 4:00 pm CDT. This tornado was eventually rated an EF-1 as it damaged many businesses and homes, and numerous trees and power lines were also downed. No fatalities were reported with this rush hour tornado, but 20 injuries were reported. The same parent supercell thunderstorm that produced the Norman tornado also spawned a brief, weak tornado in Pottawatomie County 6 miles northwest of Shawnee, OK.||Meanwhile, supercell thunderstorms continued to develop in southwestern Oklahoma. Nine tornadoes occurred in this area with 3, and possibly 4 tornadoes occurring at one time with a storm near Cooperton, OK in Kiowa County during the evening of April 13th. Two tornadoes were also reported near Blair, OK in Jackson County, and 3 tornadoes were observed near Carnegie, OK in Caddo County.|Large hail and strong wind gusts was also reported with these severe thunderstorms. The largest hail reported was 3 inches in diameter and fell in an area 12 miles south of Sayre, OK. Several wind gusts to 70 mph were also reported.||Approximately 12 tornadoes occurred during this severe weather event. Fortunately, no fatalities or major injuries were reported with these tornadoes.",73
378471,JACKSON CO.,BLAIR,4/13/2012,1714,Tornado, ,EF0,0,0,0,0,OK,CST-6, ,62012,C,65,OUN,0,0,Storm Chaser, ,0.5,25,3,SE,3,SE,BLAIR,4/13/2012,1716,34.7493,-99.2926,34.7493,-99.2926,Storm chasers reported another brief tornado southeast of Blair. This tornado produced no known damage.,"A severe weather event began during the early afternoon hours of Friday, April 13, 2012, and lasted through the early morning hours of Saturday, April 14, 2012. Around a dozen tornadoes, as well as large hail, and strong wind gusts were produced by the numerous thunderstorms that occurred during this event. Much of the severe weather occurred in parts of southwestern and central Oklahoma. However, thunderstorms did develop in other portions of Oklahoma as well during the event.||A moist airmass had been in place over much of the region for several days prior to April 13th, and several rounds of showers and thunderstorms had occurred during this period. On Friday, April 13th, a dryline and weak frontal boundary moved into the area extending from near southwestern and west central Oklahoma then northeast into north central Oklahoma by the early afternoon hours. The first storms developed in parts of southwestern Oklahoma and west Texas. However, it was several hours before the first tornado occurred. In fact, the potential for tornadoes increased during the early evening hours of April 13th as the low level jet (strong winds just above the surface) became stronger.||The first tornadic activity of the day occurred in central Oklahoma as a tornado touched down just southwest of Norman at 3:59 pm CDT, and then moved east-northeast through the heart of that city shortly after 4:00 pm CDT. This tornado was eventually rated an EF-1 as it damaged many businesses and homes, and numerous trees and power lines were also downed. No fatalities were reported with this rush hour tornado, but 20 injuries were reported. The same parent supercell thunderstorm that produced the Norman tornado also spawned a brief, weak tornado in Pottawatomie County 6 miles northwest of Shawnee, OK.||Meanwhile, supercell thunderstorms continued to develop in southwestern Oklahoma. Nine tornadoes occurred in this area with 3, and possibly 4 tornadoes occurring at one time with a storm near Cooperton, OK in Kiowa County during the evening of April 13th. Two tornadoes were also reported near Blair, OK in Jackson County, and 3 tornadoes were observed near Carnegie, OK in Caddo County.|Large hail and strong wind gusts was also reported with these severe thunderstorms. The largest hail reported was 3 inches in diameter and fell in an area 12 miles south of Sayre, OK. Several wind gusts to 70 mph were also reported.||Approximately 12 tornadoes occurred during this severe weather event. Fortunately, no fatalities or major injuries were reported with these tornadoes.",74
